,lane,x,y,yaw,width
3051,-2,-10.726089477539062,28.154232025146484,0.15919755399227142,3.5
3052,-1,-10.716364860534668,24.654245376586914,0.15919755399227142,3.5
3053,4,-10.694136619567871,16.654277801513672,180.15919494628906,3.5
3054,5,-10.68441104888916,13.154291152954102,180.15919494628906,3.5
3055,-2,-9.726093292236328,28.157011032104492,0.15919755399227142,3.5
3056,-1,-9.716368675231934,24.657024383544922,0.15919755399227142,3.5
3057,4,-9.694140434265137,16.65705680847168,180.15919494628906,3.5
3058,5,-9.684414863586426,13.15707015991211,180.15919494628906,3.5
3059,-2,-8.726097106933594,28.1597900390625,0.15919755399227142,3.5
3060,-1,-8.7163724899292,24.65980339050293,0.15919755399227142,3.5
3061,4,-8.694144248962402,16.659835815429688,180.15919494628906,3.5
3062,5,-8.684418678283691,13.159849166870117,180.15919494628906,3.5
3063,-2,-7.726100921630859,28.162569046020508,0.15919755399227142,3.5
3064,-1,-7.716375827789307,24.662582397460938,0.15919755399227142,3.5
3065,4,-7.69414758682251,16.662614822387695,180.15919494628906,3.5
3066,5,-7.684422969818115,13.162628173828125,180.15919494628906,3.5
3067,-2,-6.726106643676758,28.165346145629883,0.15919755399227142,3.5
3068,-1,-6.716381549835205,24.665359497070312,0.15919755399227142,3.5
3069,4,-6.694153308868408,16.66539192199707,180.15919494628906,3.5
3070,5,-6.684428691864014,13.1654052734375,180.15919494628906,3.5
3071,-2,-5.726110458374023,28.16812515258789,0.15919755399227142,3.5
3072,-1,-5.716385364532471,24.66813850402832,0.15919755399227142,3.5
3073,4,-5.694157123565674,16.668170928955078,180.15919494628906,3.5
3074,5,-5.684432506561279,13.168184280395508,180.15919494628906,3.5
3075,-2,-4.726114273071289,28.1709041595459,0.15919755399227142,3.5
3076,-1,-4.716389179229736,24.670917510986328,0.15919755399227142,3.5
3077,4,-4.6941609382629395,16.670949935913086,180.15919494628906,3.5
3078,5,-4.684436321258545,13.170963287353516,180.15919494628906,3.5
3079,-2,-3.7261178493499756,28.173683166503906,0.15919755399227142,3.5
3080,-1,-3.716392993927002,24.673696517944336,0.15919755399227142,3.5
3081,4,-3.694164991378784,16.673728942871094,180.15919494628906,3.5
3082,5,-3.6844401359558105,13.173742294311523,180.15919494628906,3.5
3083,-2,-2.726121664047241,28.17646026611328,0.15919755399227142,3.5
3084,-1,-2.7163968086242676,24.67647361755371,0.15919755399227142,3.5
3085,4,-2.69416880607605,16.67650604248047,180.15919494628906,3.5
3086,5,-2.684443950653076,13.176519393920898,180.15919494628906,3.5
3087,-2,-1.7261254787445068,28.17923927307129,0.15919755399227142,3.5
3088,-1,-1.7164007425308228,24.67925262451172,0.15919755399227142,3.5
3089,4,-1.6941726207733154,16.679285049438477,180.15919494628906,3.5
3090,5,-1.6844477653503418,13.179298400878906,180.15919494628906,3.5
3091,-2,-0.7261292934417725,28.182018280029297,0.15919755399227142,3.5
3092,-1,-0.7164044976234436,24.682031631469727,0.15919755399227142,3.5
3093,4,-0.6941763162612915,16.682064056396484,180.15919494628906,3.5
3094,5,-0.6844515204429626,13.182077407836914,180.15919494628906,3.5
3095,-2,0.2738668918609619,28.184797286987305,0.15919755399227142,3.5
3096,-1,0.28359171748161316,24.684810638427734,0.15919755399227142,3.5
3097,4,0.3058198392391205,16.684843063354492,180.15919494628906,3.5
3098,5,0.31554466485977173,13.184856414794922,180.15919494628906,3.5
3099,-2,1.2738630771636963,28.18757438659668,0.15919755399227142,3.5
3100,-1,1.2835878133773804,24.68758773803711,0.15919755399227142,3.5
3101,4,1.3058159351348877,16.687620162963867,180.15919494628906,3.5
3102,5,1.3155407905578613,13.187633514404297,180.15919494628906,3.5
3103,-2,2.2738592624664307,28.190353393554688,0.15919755399227142,3.5
3104,-1,2.2835841178894043,24.690366744995117,0.15919755399227142,3.5
3105,4,2.305812120437622,16.690399169921875,180.15919494628906,3.5
3106,5,2.3155369758605957,13.190412521362305,180.15919494628906,3.5
3107,-2,3.273855447769165,28.193132400512695,0.15919755399227142,3.5
3108,-1,3.2835803031921387,24.693145751953125,0.15919755399227142,3.5
3109,4,3.3058083057403564,16.693178176879883,180.15919494628906,3.5
3110,5,3.31553316116333,13.193191528320312,180.15919494628906,3.5
3111,-2,4.273853302001953,28.195911407470703,0.15919755399227142,3.5
3112,-1,4.283578395843506,24.695924758911133,0.15919755399227142,3.5
3113,4,4.305806636810303,16.69595718383789,180.15919494628906,3.5
3114,5,4.315531253814697,13.19597053527832,180.15919494628906,3.5
3115,-2,5.2738494873046875,28.198688507080078,0.15919755399227142,3.5
3116,-1,5.28357458114624,24.698701858520508,0.15919755399227142,3.5
3117,4,5.305802822113037,16.698734283447266,180.15919494628906,3.5
3118,5,5.315527439117432,13.198747634887695,180.15919494628906,3.5
3119,-2,6.273845672607422,28.201467514038086,0.15919755399227142,3.5
3120,-1,6.283570766448975,24.701480865478516,0.15919755399227142,3.5
3121,4,6.3057990074157715,16.701513290405273,180.15919494628906,3.5
3122,5,6.315523624420166,13.201526641845703,180.15919494628906,3.5
3123,-2,7.273841857910156,28.204246520996094,0.15919755399227142,3.5
3124,-1,7.283566951751709,24.704259872436523,0.15919755399227142,3.5
3125,4,7.305795192718506,16.70429229736328,180.15919494628906,3.5
3126,5,7.3155198097229,13.204305648803711,180.15919494628906,3.5
3127,-2,8.27383804321289,28.2070255279541,0.15919755399227142,3.5
3128,-1,8.283562660217285,24.70703887939453,0.15919755399227142,3.5
3129,4,8.305790901184082,16.70707130432129,180.15919494628906,3.5
3130,5,8.315516471862793,13.207084655761719,180.15919494628906,3.5
3131,-2,9.273834228515625,28.209802627563477,0.15919755399227142,3.5
3132,-1,9.28355884552002,24.709815979003906,0.15919755399227142,3.5
3133,4,9.305787086486816,16.709848403930664,180.15919494628906,3.5
3134,5,9.315512657165527,13.209861755371094,180.15919494628906,3.5
3135,-2,10.27383041381836,28.212581634521484,0.15919755399227142,3.5
3136,-1,10.283555030822754,24.712594985961914,0.15919755399227142,3.5
3137,4,10.30578327178955,16.712627410888672,180.15919494628906,3.5
3138,5,10.315508842468262,13.212640762329102,180.15919494628906,3.5
3139,-2,11.273826599121094,28.215360641479492,0.15919755399227142,3.5
3140,-1,11.283551216125488,24.715373992919922,0.15919755399227142,3.5
3141,4,11.305779457092285,16.71540641784668,180.15919494628906,3.5
3142,5,11.315505027770996,13.21541976928711,180.15919494628906,3.5
3143,-2,12.273822784423828,28.218137741088867,0.15919755399227142,3.5
3144,-1,12.283547401428223,24.718151092529297,0.15919755399227142,3.5
3145,4,12.30577564239502,16.718183517456055,180.15919494628906,3.5
3146,5,12.31550121307373,13.218196868896484,180.15919494628906,3.5
3147,-2,13.273818969726562,28.220916748046875,0.15919755399227142,3.5
3148,-1,13.283543586730957,24.720930099487305,0.15919755399227142,3.5
3149,4,13.305771827697754,16.720962524414062,180.15919494628906,3.5
3150,5,13.315497398376465,13.220975875854492,180.15919494628906,3.5
3151,-2,14.273811340332031,28.223695755004883,0.15919755399227142,3.5
3152,-1,14.283535957336426,24.723709106445312,0.15919755399227142,3.5
3153,4,14.305764198303223,16.72374153137207,180.15919494628906,3.5
3154,5,14.315489768981934,13.2237548828125,180.15919494628906,3.5
3155,-2,15.273807525634766,28.22647476196289,0.15919755399227142,3.5
3156,-1,15.28353214263916,24.72648811340332,0.15919755399227142,3.5
3157,4,15.305760383605957,16.726520538330078,180.15919494628906,3.5
3158,5,15.315485954284668,13.226533889770508,180.15919494628906,3.5
3159,-2,16.2738037109375,28.229251861572266,0.15919755399227142,3.5
3160,-1,16.28352928161621,24.729265213012695,0.15919755399227142,3.5
3161,4,16.305757522583008,16.729297637939453,180.15919494628906,3.5
3162,5,16.315481185913086,13.229310989379883,180.15919494628906,3.5
3163,-2,17.273799896240234,28.232030868530273,0.15919755399227142,3.5
3164,-1,17.283525466918945,24.732044219970703,0.15919755399227142,3.5
3165,4,17.305753707885742,16.73207664489746,180.15919494628906,3.5
3166,5,17.31547737121582,13.23208999633789,180.15919494628906,3.5
3167,-2,18.27379608154297,28.23480987548828,0.15919755399227142,3.5
3168,-1,18.28352165222168,24.73482322692871,0.15919755399227142,3.5
3169,4,18.305749893188477,16.73485565185547,180.15919494628906,3.5
3170,5,18.315473556518555,13.234869003295898,180.15919494628906,3.5
3171,-2,19.273792266845703,28.23758888244629,0.15919755399227142,3.5
3172,-1,19.283517837524414,24.73760223388672,0.15919755399227142,3.5
3173,4,19.30574607849121,16.737634658813477,180.15919494628906,3.5
3174,5,19.31546974182129,13.237648010253906,180.15919494628906,3.5
3175,-2,20.273788452148438,28.240365982055664,0.15919755399227142,3.5
3176,-1,20.28351402282715,24.740379333496094,0.15919755399227142,3.5
3177,4,20.305742263793945,16.74041175842285,180.15919494628906,3.5
3178,5,20.315465927124023,13.240425109863281,180.15919494628906,3.5
3179,-2,21.273784637451172,28.243144989013672,0.15919755399227142,3.5
3180,-1,21.283510208129883,24.7431583404541,0.15919755399227142,3.5
3181,4,21.30573844909668,16.74319076538086,180.15919494628906,3.5
3182,5,21.315462112426758,13.243204116821289,180.15919494628906,3.5
3183,-2,22.273780822753906,28.24592399597168,0.15919755399227142,3.5
3184,-1,22.283506393432617,24.74593734741211,0.15919755399227142,3.5
3185,4,22.305734634399414,16.745969772338867,180.15919494628906,3.5
3186,5,22.315458297729492,13.245983123779297,180.15919494628906,3.5
3187,-2,23.27377700805664,28.248703002929688,0.15919755399227142,3.5
3188,-1,23.28350257873535,24.748716354370117,0.15919755399227142,3.5
3189,4,23.30573081970215,16.748748779296875,180.15919494628906,3.5
3190,5,23.315454483032227,13.248762130737305,180.15919494628906,3.5
3191,-2,24.273773193359375,28.251480102539062,0.15919755399227142,3.5
3192,-1,24.283498764038086,24.751493453979492,0.15919755399227142,3.5
3193,4,24.305727005004883,16.75152587890625,180.15919494628906,3.5
3194,5,24.31545066833496,13.25153923034668,180.15919494628906,3.5
3195,-2,25.27376937866211,28.25425910949707,0.15919755399227142,3.5
3196,-1,25.28349494934082,24.7542724609375,0.15919755399227142,3.5
3197,4,25.305723190307617,16.754304885864258,180.15919494628906,3.5
3198,5,25.315446853637695,13.254318237304688,180.15919494628906,3.5
3199,-2,26.273765563964844,28.257038116455078,0.15919755399227142,3.5
3200,-1,26.283491134643555,24.757051467895508,0.15919755399227142,3.5
3201,4,26.30571937561035,16.757083892822266,180.15919494628906,3.5
